Caudal_Ls,Corriente_A,Temperatura_C,Vibracion_mm_s,Lubricacion_pct,Presion_PSI,Estado
78.4,62.48,46.83,1.42,96.49,42.12,Normal
85.68,43.26,67.79,2.3,95.46,72.78,Normal
82.53,50.95,60.76,1.2,81.65,51.32,Normal
52.7,68.04,88.96,4.64,66.67,85.01,Alerta
57.62,75.65,61.9,4.07,73.93,84.24,Alerta
96.71,68.0,66.09,1.2,84.5,78.88,Normal
102.69,46.74,68.79,1.44,90.27,51.67,Normal
39.96,81.29,99.62,11.53,45.78,15.91,Alerta
83.21,44.57,53.08,2.53,79.03,62.42,Normal
98.19,57.21,47.33,2.3,99.9,71.67,Normal
103.4,68.25,88.4,3.25,62.23,83.4,Alerta
36.4,82.85,115.22,11.34,32.82,113.19,Crítico
90.71,54.22,49.99,2.16,97.8,75.8,Normal
24.61,103.69,114.73,8.71,55.82,32.52,Crítico
29.11,108.74,98.11,7.78,23.28,31.17,Crítico
71.6,57.74,66.57,1.22,88.94,56.8,Normal
70.15,44.47,45.87,1.65,92.78,96.54,Normal
30.52,83.87,118.33,11.61,31.44,115.84,Crítico
50.46,46.31,67.4,2.76,75.36,48.07,Normal
91.63,48.92,46.83,1.97,93.55,59.98,Normal
105.51,46.04,65.97,1.12,76.05,42.22,Normal
99.82,48.81,59.23,1.43,80.21,75.3,Normal
35.63,94.55,116.22,11.2,59.46,102.27,Crítico
75.19,48.1,51.29,1.92,80.21,60.35,Normal
94.37,77.37,76.11,5.18,66.79,97.68,Alerta
76.87,56.74,61.86,2.19,97.62,79.42,Normal
98.75,40.23,67.28,1.74,82.2,66.97,Normal
41.5,80.32,102.42,5.09,27.54,120.51,Crítico
71.11,49.45,67.38,2.18,81.01,59.52,Normal
95.26,54.41,62.48,2.66,90.35,71.33,Normal
51.9,76.93,90.18,3.2,73.91,96.24,Alerta
101.98,56.77,63.8,2.32,87.52,52.41,Normal
83.82,50.1,64.45,2.57,83.65,66.14,Normal
42.85,80.17,102.55,8.05,96.19,38.36,Crítico
22.27,108.65,103.52,8.35,43.72,118.65,Crítico
80.26,46.71,57.03,1.98,78.01,55.52,Normal
43.54,108.38,105.45,9.82,31.34,114.7,Crítico
107.54,57.25,47.41,1.81,99.97,55.93,Normal
105.07,60.87,63.75,1.63,85.23,44.43,Normal
68.3,71.84,71.03,5.26,63.76,85.89,Alerta
86.73,63.19,56.47,2.4,91.43,53.65,Alerta
104.35,43.18,60.7,2.03,80.54,50.63,Normal
29.9,108.29,110.12,1.17,50.95,38.22,Alerta
81.88,42.19,59.42,1.88,87.07,69.65,Alerta
62.54,72.8,60.53,3.59,61.38,84.95,Alerta
62.24,69.08,90.74,3.05,71.97,88.54,Alerta
62.83,79.92,93.0,5.6,92.9,87.07,Alerta
72.66,61.04,52.85,2.19,87.15,49.64,Normal
84.25,99.28,107.75,6.75,35.7,14.13,Crítico
93.48,43.26,53.21,1.24,91.28,68.66,Alerta
38.08,101.41,107.42,9.28,43.1,31.73,Crítico
80.78,75.39,92.3,5.63,68.12,87.35,Alerta
102.88,47.75,60.3,1.95,75.38,50.31,Normal
22.01,106.06,111.31,9.1,32.89,24.29,Crítico
66.8,74.27,90.29,4.35,62.65,85.05,Alerta
76.41,44.35,61.88,1.51,78.65,94.94,Normal
37.02,99.52,100.16,9.12,25.65,102.78,Crítico
67.35,70.11,90.96,1.28,72.47,97.15,Alerta
76.16,63.59,61.39,1.29,88.38,68.47,Normal
50.44,75.51,89.93,3.26,72.78,82.9,Alerta
61.2,66.04,87.43,4.06,63.72,90.79,Alerta
72.61,43.17,68.1,2.05,94.08,68.66,Normal
71.83,57.3,83.23,2.79,95.22,45.95,Normal
96.77,46.93,54.76,1.57,97.61,59.78,Normal
32.91,82.44,104.94,8.7,55.61,117.79,Crítico
108.69,53.35,59.87,1.31,98.86,53.36,Normal
96.53,47.8,69.76,2.53,91.57,62.41,Normal
33.9,82.14,95.31,7.05,37.12,39.88,Alerta
66.14,76.91,76.71,5.28,67.0,84.97,Alerta
76.87,49.73,55.83,1.73,75.48,69.11,Alerta
65.24,74.31,71.41,5.56,60.48,86.48,Alerta
109.03,60.89,54.29,1.69,96.28,68.75,Normal
83.63,57.95,46.28,2.66,75.92,54.61,Normal
85.72,51.26,49.2,1.91,82.85,43.08,Normal
49.46,87.87,102.34,11.8,36.39,38.23,Alerta
34.23,108.52,110.1,10.04,35.63,117.68,Crítico
63.87,79.42,77.92,4.66,68.03,86.58,Alerta
31.04,80.83,100.25,11.83,56.87,133.56,Alerta
106.29,75.03,50.83,2.29,79.62,55.49,Normal
74.18,42.08,48.3,2.64,85.36,43.27,Normal
56.38,77.81,74.76,5.77,85.38,99.18,Alerta
83.4,46.22,65.87,2.1,85.14,67.61,Normal
76.48,59.27,65.43,1.26,95.52,77.97,Normal
53.51,69.62,87.59,3.72,71.19,82.08,Normal
82.29,60.88,53.31,2.22,96.27,76.26,Normal
102.82,61.09,48.58,2.44,94.26,42.99,Normal
77.92,56.67,57.56,1.93,76.38,74.15,Normal
106.39,55.79,64.91,1.15,87.96,52.93,Normal
71.81,53.95,58.17,1.43,97.82,60.51,Normal
94.23,45.42,46.79,2.21,81.13,76.73,Normal
65.69,70.46,90.38,3.22,67.18,91.14,Alerta
50.3,73.83,71.55,4.12,70.5,95.73,Alerta
55.44,78.96,85.33,4.62,64.56,85.24,Alerta
99.38,42.21,67.13,2.45,77.41,59.0,Normal
59.86,77.11,80.26,3.72,69.65,87.29,Alerta
67.15,78.26,48.52,4.08,70.92,93.64,Alerta
71.54,48.88,52.4,1.7,83.87,63.95,Normal
57.71,50.68,82.74,3.33,68.67,84.04,Alerta
103.84,60.35,64.47,2.61,86.39,56.52,Alerta
58.49,74.67,87.0,3.28,62.72,99.06,Alerta
74.48,54.49,66.88,1.55,84.18,49.22,Normal
84.46,62.13,50.11,1.2,93.82,75.56,Normal
76.83,54.6,59.0,2.4,89.7,67.83,Normal
65.58,68.83,79.02,3.52,61.03,84.45,Alerta
47.54,87.74,111.51,8.21,39.84,134.29,Crítico
59.99,40.02,60.71,1.32,86.57,72.84,Normal
97.13,45.28,58.45,1.13,94.36,73.64,Normal
106.7,46.18,61.42,1.21,99.67,47.98,Normal
84.76,46.71,57.51,1.47,68.51,41.68,Alerta
88.65,46.63,58.94,2.47,86.13,54.91,Alerta
56.56,72.51,80.94,4.01,61.01,92.41,Alerta
73.94,78.5,93.57,4.04,73.8,96.76,Alerta
67.0,79.5,84.23,4.58,68.09,86.57,Alerta
76.21,58.31,45.97,2.44,97.02,47.19,Normal
101.97,57.9,57.42,1.94,78.68,77.54,Normal
52.71,68.41,74.74,3.16,64.91,96.74,Alerta
88.76,54.14,50.01,2.38,79.93,44.0,Normal
35.89,104.18,98.91,7.9,42.71,105.78,Crítico
80.02,42.39,68.69,1.85,82.03,66.17,Alerta
88.75,64.3,57.14,1.25,94.22,40.54,Normal
40.95,105.32,107.22,11.33,37.6,114.35,Crítico
97.65,51.89,57.69,1.47,82.74,61.07,Normal
65.56,78.82,71.35,2.97,67.75,90.49,Alerta
41.6,107.83,102.77,9.39,56.29,125.35,Crítico
68.33,76.79,90.52,2.96,60.96,98.89,Alerta
40.59,92.7,109.27,6.45,41.15,136.87,Crítico
109.75,81.16,112.96,7.7,37.81,16.4,Crítico
50.38,75.8,84.86,4.77,73.91,96.09,Alerta
87.05,52.41,48.54,2.74,85.21,71.5,Normal
28.3,109.74,92.68,9.26,31.64,111.55,Crítico
89.28,63.71,47.03,2.29,96.37,75.11,Normal
82.16,59.28,55.34,1.55,93.54,71.22,Normal
108.02,40.23,58.0,1.53,83.16,72.13,Normal
51.9,79.08,73.01,4.08,67.16,82.42,Alerta
81.8,53.52,74.31,2.65,98.02,41.78,Normal
44.64,104.35,95.64,6.58,37.23,38.38,Alerta
60.34,71.76,88.66,5.95,64.17,84.95,Alerta
104.62,52.61,63.89,1.09,77.2,55.73,Normal
20.16,103.52,113.39,7.59,65.48,131.92,Alerta
81.08,46.08,66.86,2.26,99.46,45.05,Alerta
77.34,64.4,78.36,1.48,83.31,48.68,Normal
66.15,70.9,88.14,4.87,64.0,94.56,Crítico
103.79,51.25,57.03,2.3,85.33,79.72,Normal
80.7,43.94,60.03,2.35,78.63,41.72,Normal
100.5,46.32,59.69,2.14,98.28,43.59,Alerta
51.37,72.02,72.24,3.23,70.34,99.23,Alerta
51.45,68.7,93.69,5.65,71.26,94.43,Alerta
101.19,53.6,85.78,2.66,77.65,65.73,Normal
80.68,59.58,45.51,2.77,90.09,51.25,Normal
93.38,44.98,55.63,2.72,83.97,41.83,Normal
92.56,63.58,65.74,1.9,93.72,54.01,Normal
99.84,41.7,69.35,1.66,83.99,56.87,Normal
66.6,54.92,58.34,2.03,96.9,60.85,Normal
97.61,58.54,67.22,2.46,97.84,62.89,Alerta
94.56,48.66,49.36,1.13,93.86,73.01,Alerta
61.6,67.1,46.2,5.84,67.54,81.74,Normal
71.93,53.54,67.63,2.16,82.18,76.27,Normal
65.77,79.39,76.96,4.29,68.44,87.17,Alerta
59.99,79.96,81.05,4.46,62.95,91.55,Alerta
104.2,57.71,60.53,1.16,99.15,54.14,Normal
79.04,71.97,59.86,1.83,81.97,67.91,Normal
63.73,68.05,83.02,5.43,61.43,88.9,Normal
55.78,78.97,80.05,4.64,60.57,93.28,Alerta
99.5,49.04,66.3,1.46,89.72,59.09,Normal
80.47,70.78,74.24,3.08,62.2,84.34,Alerta
59.23,47.34,87.3,5.16,68.27,87.67,Normal
96.34,44.8,52.78,1.93,96.75,68.73,Normal
51.56,76.28,75.76,5.61,61.1,93.2,Normal
25.4,107.98,99.89,6.68,44.62,41.66,Alerta
34.21,105.65,101.95,7.97,31.64,104.53,Crítico
81.15,50.8,61.42,2.19,82.57,64.83,Normal
62.65,67.57,90.23,5.53,68.76,82.91,Alerta
76.7,53.44,53.58,1.56,77.4,44.64,Normal
94.47,56.67,49.43,1.49,83.19,43.03,Normal
98.88,44.32,69.73,1.88,85.98,71.42,Normal
59.61,66.2,88.25,4.75,67.02,84.46,Alerta
36.83,83.82,110.02,2.53,52.02,109.73,Crítico
106.26,46.99,70.85,2.1,89.33,59.47,Normal
51.61,73.93,92.75,2.96,66.07,96.63,Alerta
78.01,62.03,59.47,1.59,81.89,64.02,Normal
78.5,52.62,52.97,2.62,79.61,43.48,Normal
89.79,53.13,60.65,2.1,96.52,71.26,Normal
103.77,48.23,49.8,1.43,96.43,65.31,Alerta
92.73,51.86,63.13,2.69,96.56,77.82,Normal
56.07,69.06,92.34,2.69,64.07,92.04,Alerta
52.12,77.75,93.05,5.4,62.64,90.9,Alerta
83.41,53.19,69.23,1.33,98.58,40.13,Normal
92.59,40.5,65.35,1.04,97.05,76.58,Normal
95.49,43.68,63.2,1.9,98.63,41.62,Normal
62.13,68.04,94.56,4.15,69.93,86.74,Alerta
57.87,75.34,74.15,5.22,65.99,65.03,Alerta
109.93,60.48,65.81,2.76,89.56,49.32,Normal
70.77,56.98,45.14,2.52,82.29,72.27,Normal
107.31,64.27,60.34,1.74,78.35,59.09,Alerta
26.65,81.12,100.61,9.45,44.07,26.41,Crítico
32.72,80.53,118.74,6.3,58.15,44.51,Crítico
84.44,41.81,66.76,2.69,86.38,43.62,Normal
60.74,68.61,92.95,5.06,68.1,85.3,Alerta
76.57,60.54,54.1,2.37,98.78,59.83,Normal
62.39,75.24,88.57,5.73,70.08,81.46,Normal
53.92,74.87,91.31,5.01,68.96,93.25,Alerta
55.77,75.19,71.75,4.46,71.01,92.33,Alerta
72.5,47.2,59.82,1.74,84.17,71.91,Normal
81.98,59.68,52.57,5.76,97.93,70.34,Normal
90.42,42.82,57.91,1.98,69.29,76.92,Normal
54.15,71.25,85.11,5.89,65.95,83.56,Alerta
80.53,55.11,86.33,2.32,91.99,44.03,Normal
84.99,52.65,72.0,2.15,77.96,73.51,Normal
54.26,75.2,75.41,5.47,60.77,94.98,Alerta
66.57,77.36,82.06,4.57,70.82,92.09,Alerta
77.75,78.64,88.52,4.81,73.88,93.76,Crítico
108.61,58.91,50.79,2.08,90.34,50.58,Normal
92.96,46.61,51.83,2.15,90.51,68.82,Normal
35.05,90.64,101.43,5.69,24.46,35.4,Crítico
60.36,69.98,78.85,3.5,63.42,79.18,Crítico
96.4,63.53,57.37,2.21,80.86,61.04,Normal
104.92,61.81,59.78,1.85,94.72,59.65,Normal
105.94,82.1,116.41,11.3,36.88,132.69,Crítico
53.57,73.98,89.94,5.53,67.27,97.64,Alerta
74.12,46.1,59.05,2.12,93.42,60.54,Normal
56.59,68.43,92.98,4.59,63.6,86.0,Alerta
43.24,86.41,101.43,11.15,40.95,34.44,Crítico
35.56,107.32,101.36,11.1,35.16,115.93,Crítico
55.35,66.37,84.75,4.14,71.87,91.07,Alerta
42.43,100.8,95.72,10.59,53.41,133.04,Crítico
22.19,103.3,111.58,9.3,28.07,10.04,Alerta
33.03,83.58,102.63,8.1,57.72,39.02,Crítico
50.36,79.69,85.35,3.38,71.76,94.26,Alerta
101.86,51.6,58.84,1.61,94.72,41.68,Normal
91.53,49.35,47.29,1.55,97.32,47.42,Normal
62.11,79.9,74.45,4.48,62.81,92.65,Alerta
83.01,48.68,66.24,1.79,91.72,44.35,Normal
67.78,78.31,84.02,3.85,73.65,97.1,Alerta
91.48,53.62,55.84,2.8,76.84,69.62,Normal
73.08,45.86,45.81,1.77,89.18,72.99,Alerta
23.69,104.16,112.46,8.05,25.8,107.62,Crítico
96.35,51.67,65.92,2.27,87.8,48.78,Normal
105.9,61.44,61.27,2.58,83.19,78.09,Normal
64.81,73.07,93.35,3.68,64.69,95.05,Alerta
78.2,55.58,53.18,2.11,79.96,59.64,Alerta
81.91,46.61,61.85,1.11,92.58,58.96,Normal
92.51,79.1,83.97,3.46,62.77,88.0,Alerta
42.02,90.44,74.58,10.99,41.56,118.06,Crítico
44.33,85.43,117.08,8.74,24.69,37.36,Alerta
54.81,53.29,71.59,5.08,64.42,87.16,Alerta
60.0,75.17,94.24,4.41,68.82,96.47,Alerta
108.06,48.35,49.51,4.8,89.01,71.67,Normal
89.58,46.33,53.92,1.68,78.91,42.52,Normal
77.62,61.37,59.37,1.39,78.53,87.03,Normal
21.98,87.48,108.29,7.06,25.97,35.21,Crítico
37.37,90.61,98.27,10.67,48.87,115.28,Crítico
26.39,90.09,96.29,8.13,65.54,20.95,Crítico
102.59,52.64,52.74,1.49,75.42,51.34,Normal
101.5,48.02,62.9,2.13,99.39,47.28,Normal
98.91,70.17,60.1,1.86,94.31,56.46,Alerta
73.25,63.34,67.6,2.79,83.04,72.3,Alerta
25.56,99.13,110.04,6.13,56.67,113.38,Crítico
96.87,70.38,79.27,2.94,62.42,95.71,Alerta
104.86,43.9,51.63,1.97,79.76,74.18,Normal
35.58,90.52,77.24,11.77,32.55,111.26,Crítico
78.88,52.2,68.3,1.4,81.25,69.41,Normal
56.97,72.47,77.31,4.49,64.13,48.25,Alerta
104.54,64.04,46.6,1.95,92.83,64.91,Normal
85.7,54.21,66.35,2.55,99.3,72.04,Normal
102.58,60.24,48.81,1.52,81.02,60.82,Alerta
93.63,60.55,56.3,2.36,91.64,58.83,Normal
59.47,70.86,71.44,3.24,62.62,88.23,Alerta
109.24,56.97,50.29,1.54,91.25,61.84,Normal
52.08,70.91,91.68,4.36,67.08,87.31,Alerta
74.16,64.89,60.01,1.32,61.33,42.73,Normal
76.65,52.17,54.8,1.15,92.34,65.94,Alerta
59.42,71.11,93.99,5.41,74.57,99.68,Alerta
31.77,105.32,87.3,10.56,27.14,106.42,Crítico
97.68,45.47,53.28,1.96,76.18,40.29,Normal
94.03,61.88,84.94,1.74,89.3,42.48,Normal
95.46,44.73,67.8,2.42,75.42,46.27,Normal
85.8,52.81,59.28,1.94,76.41,42.57,Normal
98.52,52.37,59.16,1.29,82.32,64.26,Normal
47.61,104.3,96.9,7.03,86.78,102.87,Crítico
77.31,52.34,60.78,1.69,87.88,64.48,Normal
78.07,43.15,67.25,2.23,82.77,63.98,Normal
104.74,61.46,54.01,2.13,97.28,62.52,Alerta
54.29,69.72,76.88,5.32,72.23,84.91,Alerta
96.85,51.61,69.02,2.22,85.46,45.36,Normal
59.65,76.68,80.98,5.98,68.23,82.18,Alerta
47.25,91.51,109.79,10.19,51.09,11.56,Crítico
81.55,51.2,78.73,2.53,82.02,67.78,Normal
61.63,76.57,92.93,5.31,85.46,88.14,Alerta
46.18,95.26,117.42,11.8,21.1,135.84,Crítico
36.57,98.72,116.12,7.67,55.75,38.21,Crítico
39.59,104.39,119.14,1.92,35.88,114.88,Crítico
107.92,46.94,68.62,1.35,90.32,73.92,Normal
92.88,50.76,59.74,1.99,94.82,65.62,Alerta
80.04,56.59,50.17,2.06,89.63,78.68,Normal
106.12,77.91,73.2,3.46,72.8,92.58,Alerta
103.57,57.68,56.09,2.1,87.92,56.22,Normal
92.08,52.93,66.48,2.51,87.41,79.65,Normal
103.3,53.38,68.2,2.77,78.4,66.84,Alerta
59.2,85.17,99.76,7.52,37.57,35.75,Crítico
55.59,76.53,76.44,3.0,72.29,81.9,Alerta
77.25,56.73,67.66,2.14,88.61,55.25,Normal
85.7,55.72,64.4,1.46,86.31,66.09,Normal
21.69,88.72,118.34,8.73,55.57,20.87,Alerta
33.59,95.28,104.21,6.45,32.3,37.01,Crítico
106.25,50.28,49.08,1.9,91.9,62.21,Normal
84.12,64.96,46.12,2.17,86.39,44.66,Normal
91.67,56.84,55.51,2.55,75.96,56.94,Normal
66.4,70.49,71.31,4.26,70.08,85.11,Crítico
39.15,85.84,103.06,7.42,39.3,20.68,Crítico
40.78,109.03,118.54,7.51,52.4,99.49,Crítico
65.62,73.34,94.7,3.36,67.68,98.1,Alerta
73.91,64.25,52.29,1.85,79.8,58.03,Normal
53.25,74.49,90.58,3.37,67.32,91.8,Alerta
72.89,55.76,60.33,2.66,95.35,68.65,Normal
60.93,74.4,77.14,3.47,72.28,94.41,Alerta
35.58,104.41,103.62,10.56,59.86,116.35,Crítico
66.89,70.58,85.04,2.95,67.99,82.12,Normal
94.88,50.28,60.56,1.78,95.38,56.23,Normal
50.49,71.84,80.83,3.22,67.99,83.16,Crítico
55.54,58.6,92.73,5.9,73.66,95.48,Alerta
47.46,108.8,99.82,7.57,40.41,105.71,Crítico
80.7,63.44,63.22,4.11,96.85,48.26,Normal
91.64,41.96,47.36,2.48,79.66,63.2,Normal
73.02,52.02,65.52,1.74,80.42,43.77,Normal
53.07,69.57,73.58,4.44,70.89,88.08,Alerta
98.98,40.98,50.62,1.61,81.51,64.69,Normal
88.02,50.46,59.07,1.96,75.44,60.01,Normal
100.07,60.63,46.43,1.55,79.77,64.95,Normal
83.25,57.25,49.39,2.67,91.14,46.87,Normal
76.68,71.2,48.68,2.05,88.28,58.92,Normal
83.21,49.93,46.95,1.36,79.87,53.65,Normal
67.17,75.16,91.53,3.59,60.71,87.26,Alerta
77.6,58.42,92.33,2.32,75.69,71.65,Normal
104.91,40.39,46.53,2.77,92.69,56.19,Normal
34.31,57.53,99.87,7.41,27.11,127.25,Crítico
62.13,72.76,73.77,4.95,67.37,87.0,Alerta
70.4,46.42,57.87,2.63,94.69,63.52,Normal
58.65,69.21,79.74,2.95,71.72,89.53,Alerta
44.99,98.18,108.5,10.64,54.37,120.75,Crítico
51.92,72.25,85.44,4.45,65.6,84.67,Alerta
30.37,108.9,114.37,11.55,28.66,126.17,Alerta
77.41,49.12,46.29,2.71,82.85,59.18,Normal
53.59,68.36,92.93,5.16,70.03,55.59,Alerta
104.83,54.69,47.57,1.18,82.73,49.39,Normal
76.69,43.54,65.82,1.33,83.21,74.92,Normal
79.05,59.9,65.33,1.77,97.51,52.39,Normal
52.3,76.09,72.99,4.48,71.93,81.83,Alerta
49.43,94.44,108.48,8.44,51.84,37.81,Crítico
53.24,79.98,79.32,5.62,60.21,90.15,Alerta
82.47,57.24,65.9,2.43,98.25,65.53,Normal
105.44,42.59,68.61,1.02,79.58,63.12,Alerta
78.65,51.52,56.44,1.87,90.91,69.53,Normal
99.68,56.81,53.36,2.71,96.1,84.89,Normal
54.51,77.85,83.11,5.62,72.5,96.74,Alerta
67.41,66.73,91.69,5.19,66.8,90.28,Alerta
83.76,49.83,65.18,1.08,82.08,66.97,Normal
86.57,63.46,52.32,1.97,77.62,67.65,Alerta
54.06,67.11,75.22,3.98,66.61,88.09,Alerta
96.87,72.49,59.77,2.03,88.92,55.49,Normal
94.27,40.01,45.56,1.33,83.76,57.21,Normal
83.92,51.55,46.94,1.01,89.31,75.29,Normal
58.43,66.35,94.61,5.24,69.95,99.69,Alerta
46.5,82.04,116.6,6.12,32.71,25.97,Crítico
91.21,60.28,52.26,1.14,83.04,42.61,Normal
98.07,51.9,47.54,1.65,80.0,41.05,Normal
62.78,52.85,62.07,1.55,83.92,58.69,Normal
32.18,79.92,111.19,8.71,50.5,102.48,Crítico
21.06,81.79,115.62,10.36,77.76,123.31,Crítico
87.2,42.28,61.07,1.91,77.98,61.23,Normal
61.1,79.23,74.84,3.51,66.72,84.86,Alerta
68.71,69.05,85.01,5.56,66.99,74.48,Alerta
51.55,79.11,91.53,4.24,70.11,81.95,Alerta
108.67,75.78,90.36,4.15,65.7,98.15,Alerta
61.64,69.8,71.11,4.26,71.02,94.0,Alerta
57.75,73.83,92.99,3.28,71.53,91.84,Alerta
82.27,55.92,63.49,2.48,82.2,67.89,Normal
60.41,74.09,79.89,4.51,64.28,81.94,Alerta
35.43,86.15,95.68,8.02,30.15,130.52,Crítico
49.43,102.41,111.06,8.55,42.12,114.42,Crítico
99.46,47.84,51.82,1.59,90.39,49.16,Alerta
79.17,51.31,55.28,1.13,86.83,66.77,Normal
70.04,63.77,62.38,1.16,87.56,49.74,Normal
67.31,66.02,82.49,4.17,69.68,96.95,Alerta
92.19,61.6,55.59,2.05,79.48,66.45,Normal
46.19,100.77,97.75,6.98,37.39,16.79,Alerta
83.84,46.84,68.66,1.65,95.74,47.84,Normal
64.05,68.7,85.56,3.03,73.81,94.5,Alerta
35.31,92.79,116.54,8.6,52.98,15.48,Crítico
60.89,68.12,92.57,5.86,70.11,97.63,Alerta
34.54,95.5,116.82,11.78,47.84,39.47,Crítico
99.5,47.59,91.22,1.08,78.04,66.03,Normal
65.97,66.99,90.5,3.57,61.93,84.06,Alerta
34.13,95.31,102.38,11.43,34.17,58.48,Alerta
32.6,96.42,104.9,7.37,38.71,103.35,Crítico
74.17,48.02,68.1,1.89,98.5,48.57,Alerta
39.8,82.85,105.94,6.57,52.71,111.37,Crítico
97.78,53.25,62.67,2.36,90.06,51.95,Normal
109.83,50.41,63.87,1.44,96.14,65.66,Normal
66.21,70.87,90.86,4.91,70.83,83.58,Alerta
77.06,50.8,51.39,1.23,92.53,45.65,Normal
58.84,75.18,82.03,5.24,69.19,86.11,Crítico
102.0,45.71,57.96,2.57,91.8,63.01,Normal
52.28,70.42,86.47,3.2,73.39,64.36,Alerta
83.41,77.7,55.74,1.91,90.75,65.08,Normal
96.9,52.12,53.77,2.05,96.85,94.56,Alerta
64.89,78.97,92.99,3.97,60.53,87.42,Alerta
56.92,73.95,83.98,5.07,63.7,97.45,Alerta
93.89,51.57,54.82,1.69,88.58,52.21,Alerta
103.05,59.04,68.63,2.42,86.0,41.99,Alerta
75.41,52.18,85.84,2.1,88.24,46.76,Normal
81.02,41.97,63.77,2.47,95.39,48.67,Normal
41.22,88.61,119.99,11.21,59.33,137.63,Crítico
100.11,77.88,82.2,5.21,68.58,98.85,Alerta
47.74,100.83,117.06,7.58,23.34,37.14,Crítico
43.86,106.63,103.11,8.86,32.64,17.31,Crítico
37.59,87.74,109.57,7.45,58.6,10.99,Crítico
70.37,45.17,51.1,2.75,91.37,49.57,Normal
108.76,61.05,53.18,1.1,93.94,64.38,Normal
65.3,69.3,83.01,3.27,72.09,95.1,Normal
32.21,91.45,51.4,7.45,21.53,25.83,Crítico
76.69,43.05,62.94,2.42,97.03,72.43,Normal
51.02,74.82,94.93,4.21,60.37,80.79,Alerta
104.72,54.77,56.88,2.07,85.26,59.47,Normal
56.03,68.6,80.5,4.3,61.82,83.19,Alerta
109.98,56.77,62.04,2.24,82.16,43.14,Normal
103.0,59.16,55.4,1.47,77.23,72.56,Alerta
67.89,74.27,75.33,4.46,69.12,96.4,Alerta
63.22,75.79,75.66,3.95,62.86,89.22,Alerta
62.71,67.47,57.28,3.65,72.15,98.77,Alerta
97.21,41.57,55.39,1.54,92.03,46.67,Alerta
52.9,78.8,89.39,5.17,64.85,91.71,Alerta
55.05,68.76,92.41,3.65,63.62,85.88,Crítico
88.65,76.49,45.04,1.31,82.17,44.5,Normal
80.09,51.08,46.06,2.37,97.18,54.21,Alerta
59.37,66.4,79.21,5.65,66.53,90.54,Alerta
78.3,55.11,62.21,2.5,79.79,43.23,Alerta
91.77,54.91,58.63,1.45,88.34,70.56,Normal
45.0,86.01,100.14,7.71,23.72,110.03,Alerta
101.12,49.7,59.18,2.78,88.5,52.35,Normal
89.34,50.52,54.84,1.82,98.52,63.23,Normal
65.43,76.31,72.11,4.82,67.43,95.46,Alerta
88.43,54.94,50.19,1.38,92.54,70.95,Normal
65.86,69.09,73.19,1.52,62.73,85.05,Alerta
58.74,76.27,82.85,3.67,65.59,81.32,Alerta
83.89,55.1,65.23,1.18,96.3,66.06,Normal
107.08,56.01,50.71,2.68,92.93,43.99,Normal
70.23,40.25,59.42,1.78,92.94,49.78,Normal
68.0,53.24,68.91,1.4,95.99,74.09,Normal
109.21,61.38,56.1,2.26,89.36,64.27,Normal
39.25,89.29,98.21,8.8,29.72,126.07,Crítico
67.59,71.92,84.31,3.1,87.51,95.55,Alerta
83.64,51.89,53.09,1.84,80.58,41.28,Normal
70.2,63.69,47.51,1.48,82.48,87.75,Normal
93.35,54.48,58.22,1.73,85.12,65.89,Normal
106.31,61.31,66.7,2.39,85.96,61.31,Normal
53.78,80.12,98.96,11.64,43.2,11.16,Crítico
105.76,50.94,77.65,1.21,96.07,54.81,Normal
84.5,50.27,67.25,1.89,83.6,57.91,Normal
70.88,58.88,55.27,1.02,92.56,49.96,Normal
76.64,46.95,69.73,1.58,99.06,64.15,Normal
106.98,61.4,67.67,1.2,88.11,41.08,Normal
33.41,103.33,114.58,10.15,93.73,34.14,Crítico
65.5,69.15,78.56,3.49,70.17,92.74,Alerta
90.6,69.88,77.21,3.68,69.97,89.28,Alerta
86.08,52.26,68.43,4.89,88.8,53.91,Normal
36.66,89.8,112.9,10.01,40.31,135.91,Crítico
51.74,71.06,65.44,5.6,73.8,82.51,Alerta
64.17,66.25,83.0,5.49,61.17,98.44,Alerta
49.69,58.77,96.99,7.43,23.58,103.89,Crítico
105.28,48.11,61.76,1.74,87.52,77.43,Normal
91.19,47.06,60.69,1.04,75.17,54.43,Normal
81.08,62.04,55.66,2.31,91.33,70.2,Normal
92.27,63.96,47.75,1.89,80.13,46.4,Normal
108.52,52.37,56.27,2.17,97.75,60.58,Normal
86.87,75.49,82.61,3.74,64.88,90.31,Alerta
109.35,45.77,51.32,1.54,86.24,56.85,Normal
55.27,71.96,87.6,3.07,60.17,98.76,Alerta
54.43,72.94,77.54,3.04,72.97,94.89,Alerta
56.57,73.69,90.22,5.99,66.82,99.09,Alerta
92.98,43.26,62.34,2.66,75.96,62.83,Normal
59.45,73.48,93.68,1.11,62.9,81.34,Alerta
47.07,83.53,97.5,8.05,24.75,18.11,Crítico
64.36,79.37,87.31,3.61,64.84,86.03,Normal
86.34,47.5,54.98,1.69,94.84,42.31,Normal
99.16,56.73,69.33,1.58,82.43,63.22,Normal
65.09,70.57,83.4,5.12,69.61,94.66,Alerta
106.37,54.9,56.17,2.4,73.15,47.37,Normal
55.5,74.36,72.67,4.53,65.69,83.05,Alerta
